source_domain,lookalike_domain,same_ip_domain,screenshot,crypto_address,chain,discovery_method,source_domain_ip,lookalike_domain_ip,same_ip_domain_ip,inreach_checked,inreach_intel_available,inreach_intel_summary
barrickm.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,32nzm4Fz6T2Rezk6wPff2oZXZNPiRSLQen,btc,lookalike_target,104.21.80.1,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
barrickm.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,TJvKBRYqRu4DLJ1tYfuzZkvhZo4Xd4YQ8K,tron,lookalike_target,104.21.80.1,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
barrickm.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,0xbb8ac3672588c7d1ec24588139d79e5e59cb673b,eth,lookalike_target,104.21.80.1,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
barrickkc.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,TKU9CEyMdxCrpvw3svxcNWFpc9XMdKAiKq,tron,lookalike_target,104.21.89.254,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
barrickkc.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,35XhajYKNck5MiiqGFbZoqhmxDnJqychzu,btc,lookalike_target,104.21.89.254,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
barrickkc.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,0xdad52ea73c8b86070c953c81eb6b474bf74ff28d,eth,lookalike_target,104.21.89.254,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
barrickkc.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,32nzm4Fz6T2Rezk6wPff2oZXZNPiRSLQen,btc,lookalike_target,104.21.89.254,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
barrickkc.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,TJvKBRYqRu4DLJ1tYfuzZkvhZo4Xd4YQ8K,tron,lookalike_target,104.21.89.254,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
barrickkc.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,0xbb8ac3672588c7d1ec24588139d79e5e59cb673b,eth,lookalike_target,104.21.89.254,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
barrickm.net,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,TKU9CEyMdxCrpvw3svxcNWFpc9XMdKAiKq,tron,lookalike_target,104.21.3.22,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
barrickm.net,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,35XhajYKNck5MiiqGFbZoqhmxDnJqychzu,btc,lookalike_target,104.21.3.22,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
barrickm.net,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,0xdad52ea73c8b86070c953c81eb6b474bf74ff28d,eth,lookalike_target,104.21.3.22,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
barrickm.net,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,32nzm4Fz6T2Rezk6wPff2oZXZNPiRSLQen,btc,lookalike_target,104.21.3.22,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
barrickm.net,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,TJvKBRYqRu4DLJ1tYfuzZkvhZo4Xd4YQ8K,tron,lookalike_target,104.21.3.22,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
barrickm.net,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,0xbb8ac3672588c7d1ec24588139d79e5e59cb673b,eth,lookalike_target,104.21.3.22,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
coinagecapmanagement.com,coinagecapmanagement.com,,https://urlscan.io/screenshots/f4648f37-3566-4e09-b1c0-b85c5b4731e9.png,bc1qca8fndkgtf7cdwwz4rgqy6jmuar77lpujp2289,btc,lookalike_source,172.67.185.234,172.67.185.234,,No,No,
coinagecapmanagement.com,coinagecapmanagement.com,,https://urlscan.io/screenshots/f4648f37-3566-4e09-b1c0-b85c5b4731e9.png,0x2cdeeb75fb1a18db8af3f61996fd7a27562c1d81,eth,lookalike_source,172.67.185.234,172.67.185.234,,No,No,
coinagecapmanagement.com,coinagecapmanagement.com,,https://urlscan.io/screenshots/f4648f37-3566-4e09-b1c0-b85c5b4731e9.png,TEuddtF3iFXnePQCapArBjAyScUuSYwDdN,tron,lookalike_source,172.67.185.234,172.67.185.234,,No,No,
coinagecapmanagement.com,coinagecapmanagement.com,,https://urlscan.io/screenshots/f4648f37-3566-4e09-b1c0-b85c5b4731e9.png,bc1qca8fndkgtf7cdwwz4rgqy6jmuar77lpujp2289,btc,lookalike_target,172.67.185.234,172.67.185.234,,Yes,Yes,"Platforms: Website:coinagecapmanagement.com, Website:landing-74x.pages.dev"
coinagecapmanagement.com,coinagecapmanagement.com,,https://urlscan.io/screenshots/f4648f37-3566-4e09-b1c0-b85c5b4731e9.png,0x2cdeeb75fb1a18db8af3f61996fd7a27562c1d81,eth,lookalike_target,172.67.185.234,172.67.185.234,,Yes,Yes,"Platforms: Website:coinagecapmanagement.com, Website:landing-74x.pages.dev"
coinagecapmanagement.com,coinagecapmanagement.com,,https://urlscan.io/screenshots/f4648f37-3566-4e09-b1c0-b85c5b4731e9.png,TEuddtF3iFXnePQCapArBjAyScUuSYwDdN,tron,lookalike_target,172.67.185.234,172.67.185.234,,Yes,Yes,"Platforms: Website:coinagecapmanagement.com, Website:landing-74x.pages.dev"
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,TKU9CEyMdxCrpvw3svxcNWFpc9XMdKAiKq,tron,lookalike_source,104.21.48.1,104.21.48.1,,No,No,
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,35XhajYKNck5MiiqGFbZoqhmxDnJqychzu,btc,lookalike_source,104.21.48.1,104.21.48.1,,No,No,
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,0xdad52ea73c8b86070c953c81eb6b474bf74ff28d,eth,lookalike_source,104.21.48.1,104.21.48.1,,No,No,
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,32nzm4Fz6T2Rezk6wPff2oZXZNPiRSLQen,btc,lookalike_source,104.21.48.1,104.21.48.1,,No,No,
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,TJvKBRYqRu4DLJ1tYfuzZkvhZo4Xd4YQ8K,tron,lookalike_source,104.21.48.1,104.21.48.1,,No,No,
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,0xbb8ac3672588c7d1ec24588139d79e5e59cb673b,eth,lookalike_source,104.21.48.1,104.21.48.1,,No,No,
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,TKU9CEyMdxCrpvw3svxcNWFpc9XMdKAiKq,tron,lookalike_target,104.21.48.1,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,35XhajYKNck5MiiqGFbZoqhmxDnJqychzu,btc,lookalike_target,104.21.48.1,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,0xdad52ea73c8b86070c953c81eb6b474bf74ff28d,eth,lookalike_target,104.21.48.1,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,32nzm4Fz6T2Rezk6wPff2oZXZNPiRSLQen,btc,lookalike_target,104.21.48.1,104.21.48.1,,Yes,Yes,"Platforms: Website:baiahpcex.com, Website:web.baiahpcex.com"
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,TJvKBRYqRu4DLJ1tYfuzZkvhZo4Xd4YQ8K,tron,lookalike_target,104.21.48.1,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
web.baiahpcex.com,web.baiahpcex.com,,https://urlscan.io/screenshots/c2302175-ecc2-4ec9-a4ef-74fe76262b1e.png,0xbb8ac3672588c7d1ec24588139d79e5e59cb673b,eth,lookalike_target,104.21.48.1,104.21.48.1,,Yes,Yes,Platforms: Website:web.baiahpcex.com
ndjiduakldn.com,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,31m5N4BUTLxwNZ53f6uJddgS2Ck6MwVFnh,btc,lookalike_target,104.21.32.228,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
ndjiduakldn.com,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,3JWSjM6G19ajZxhi4wFmY5JEcb6bApniDS,btc,lookalike_target,104.21.32.228,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,1HcgitrdZS9YX2wkbQS4qck4ufF5BgYBH2,btc,lookalike_source,104.21.32.206,172.67.133.207,,No,No,
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,TNadsbBUehgQBdbrV7pmz2djP2o6R4rggk,tron,lookalike_source,104.21.32.206,172.67.133.207,,No,No,
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,TPbwUY3VNkDfhGMGG8jwwUP8WAKgsXicGL,tron,lookalike_target,104.21.32.206,172.67.133.207,,Yes,Yes,"Platforms: Website:monexc.com, Website:monex-forex.com"
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,0xdfe1461208c7ea38ba5cc6f0219199cb8ddcb82e,eth,lookalike_target,104.21.32.206,172.67.133.207,,Yes,Yes,"Platforms: Website:monexc.com, Website:monex-forex.com, Website:monexcrp.com"
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,13YkvZrEnYRhkGRgvNnRpNj1HMfRtAUwHR,btc,lookalike_target,104.21.32.206,172.67.133.207,,Yes,Yes,"Platforms: Website:monexc.com, Website:monex-forex.com"
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,1HcgitrdZS9YX2wkbQS4qck4ufF5BgYBH2,btc,lookalike_source,104.21.32.206,172.67.133.207,,No,No,
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,TNadsbBUehgQBdbrV7pmz2djP2o6R4rggk,tron,lookalike_source,104.21.32.206,172.67.133.207,,No,No,
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,TPbwUY3VNkDfhGMGG8jwwUP8WAKgsXicGL,tron,lookalike_target,104.21.32.206,172.67.133.207,,Yes,Yes,"Platforms: Website:monexc.com, Website:monex-forex.com"
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,0xdfe1461208c7ea38ba5cc6f0219199cb8ddcb82e,eth,lookalike_target,104.21.32.206,172.67.133.207,,Yes,Yes,"Platforms: Website:monexc.com, Website:monex-forex.com, Website:monexcrp.com"
monexcrp.com,monex-forex.com,,https://urlscan.io/screenshots/2e9b61df-bf80-4394-8060-be2b1d66edca.png,13YkvZrEnYRhkGRgvNnRpNj1HMfRtAUwHR,btc,lookalike_target,104.21.32.206,172.67.133.207,,Yes,Yes,"Platforms: Website:monexc.com, Website:monex-forex.com"
europeoex.com,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,0x575ec4c584601a51e83cb2c3618fb063f0857dc4,eth,lookalike_source,104.21.112.1,172.67.162.45,,No,No,
europeoex.com,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,31m5N4BUTLxwNZ53f6uJddgS2Ck6MwVFnh,btc,lookalike_target,104.21.112.1,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
europeoex.com,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,3JWSjM6G19ajZxhi4wFmY5JEcb6bApniDS,btc,lookalike_target,104.21.112.1,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
southkoreaokx.com,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,31m5N4BUTLxwNZ53f6uJddgS2Ck6MwVFnh,btc,lookalike_target,104.21.32.1,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
southkoreaokx.com,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,3JWSjM6G19ajZxhi4wFmY5JEcb6bApniDS,btc,lookalike_target,104.21.32.1,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
blockchainokx.com,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,31m5N4BUTLxwNZ53f6uJddgS2Ck6MwVFnh,btc,lookalike_target,104.21.79.37,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
blockchainokx.com,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,3JWSjM6G19ajZxhi4wFmY5JEcb6bApniDS,btc,lookalike_target,104.21.79.37,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
myelitetradesolutions.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,0xd4b61609a7d33b5210cab7cd4d61f111ef35f143,eth,lookalike_source,66.45.23.60,92.112.189.210,,No,No,
myelitetradesolutions.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,bc1q5ps8seyjgngzx04lk5286yw5vzv0tmcpegpc5w,btc,lookalike_source,66.45.23.60,92.112.189.210,,No,No,
myelitetradesolutions.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,1CwqBC5tNfCmVnscyqE66yqgdz5bjxJcfm,btc,lookalike_target,66.45.23.60,92.112.189.210,,Yes,Yes,Platforms: Website:myinterloomonline.com
myelitetradesolutions.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,bc1qjsxsgh0nh0za6ep8eegfl6dvln4jaawl73v50z,btc,lookalike_target,66.45.23.60,92.112.189.210,,Yes,Yes,"Platforms: Smartsupp:myinterloomonline.com, Website:myinterloomonline.com"
myelitetradesolutions.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,TXmDq7GoQSiNjMbFMrruBZub8Z4yHrWsD1,tron,lookalike_target,66.45.23.60,92.112.189.210,,Yes,Yes,Platforms: Website:myinterloomonline.com
myelitetradesolutions.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,0x97d044eb3f04847d44e696b72074e6e8dba3016d,eth,lookalike_target,66.45.23.60,92.112.189.210,,Yes,Yes,Platforms: Website:myinterloomonline.com
myinterloomonline.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,1CwqBC5tNfCmVnscyqE66yqgdz5bjxJcfm,btc,lookalike_source,92.112.189.210,92.112.189.210,,No,No,
myinterloomonline.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,bc1qjsxsgh0nh0za6ep8eegfl6dvln4jaawl73v50z,btc,lookalike_source,92.112.189.210,92.112.189.210,,No,No,
myinterloomonline.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,TXmDq7GoQSiNjMbFMrruBZub8Z4yHrWsD1,tron,lookalike_source,92.112.189.210,92.112.189.210,,No,No,
myinterloomonline.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,0x97d044eb3f04847d44e696b72074e6e8dba3016d,eth,lookalike_source,92.112.189.210,92.112.189.210,,No,No,
myinterloomonline.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,1CwqBC5tNfCmVnscyqE66yqgdz5bjxJcfm,btc,lookalike_target,92.112.189.210,92.112.189.210,,Yes,Yes,Platforms: Website:myinterloomonline.com
myinterloomonline.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,bc1qjsxsgh0nh0za6ep8eegfl6dvln4jaawl73v50z,btc,lookalike_target,92.112.189.210,92.112.189.210,,Yes,Yes,"Platforms: Smartsupp:myinterloomonline.com, Website:myinterloomonline.com"
myinterloomonline.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,TXmDq7GoQSiNjMbFMrruBZub8Z4yHrWsD1,tron,lookalike_target,92.112.189.210,92.112.189.210,,Yes,Yes,Platforms: Website:myinterloomonline.com
myinterloomonline.com,myinterloomonline.com,,https://urlscan.io/screenshots/669a24f4-deb0-4f1d-b049-dd32883e4985.png,0x97d044eb3f04847d44e696b72074e6e8dba3016d,eth,lookalike_target,92.112.189.210,92.112.189.210,,Yes,Yes,Platforms: Website:myinterloomonline.com
tradeinsight.live,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,336Y72bpQBe3dKhwB94SbbBBvch6YpLp74,btc,lookalike_source,157.173.209.76,147.93.42.44,,No,No,
tradeinsight.live,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,0x7bc18c4f15329d66b4c0c29ba88661959091c717,eth,lookalike_source,157.173.209.76,147.93.42.44,,No,No,
tradeinsight.live,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,TUELKE5dGU2CjKe6xd4zW26DWx2SVh8vAp,tron,lookalike_source,157.173.209.76,147.93.42.44,,No,No,
tradeinsight.live,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,3NZNKBk4c2m74ZEHy6TtW5ns1end5hJwyZ,btc,lookalike_source,157.173.209.76,147.93.42.44,,No,No,
tradeinsight.live,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,0x324a645be947b9e45269a7d6c93820b7e0ce4b16,eth,lookalike_target,157.173.209.76,147.93.42.44,,Yes,Yes,Platforms: Website:luxchaincapital.live
tradeinsight.live,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,bc1qntvwgslt9kkpl3g66vqltdnjs5fjgyf9eq0j3h,btc,lookalike_target,157.173.209.76,147.93.42.44,,Yes,Yes,Platforms: Website:luxchaincapital.live
tradeinsight.live,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,TUgPECz1TX4k43dwBfbPoQEFiWKKcXEXuM,tron,lookalike_target,157.173.209.76,147.93.42.44,,Yes,Yes,Platforms: Website:luxchaincapital.live
tradeinsight.live,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,bc1qe9t7nh4xa3t8lp2m5r92upalezepz9xk9305qh,btc,lookalike_target,157.173.209.76,147.93.42.44,,Yes,Yes,"Platforms: Website:luxchaincapital.live, Smartsupp:luxchaincapital.live"
capitalanalysis.click,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,0x324a645be947b9e45269a7d6c93820b7e0ce4b16,eth,lookalike_target,UNRESOLVED,147.93.42.44,,Yes,Yes,Platforms: Website:luxchaincapital.live
capitalanalysis.click,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,bc1qntvwgslt9kkpl3g66vqltdnjs5fjgyf9eq0j3h,btc,lookalike_target,UNRESOLVED,147.93.42.44,,Yes,Yes,Platforms: Website:luxchaincapital.live
capitalanalysis.click,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,TUgPECz1TX4k43dwBfbPoQEFiWKKcXEXuM,tron,lookalike_target,UNRESOLVED,147.93.42.44,,Yes,Yes,Platforms: Website:luxchaincapital.live
capitalanalysis.click,luxchaincapital.live,,https://urlscan.io/screenshots/59d613fc-dce5-4f37-bc62-c87260b9650f.png,bc1qe9t7nh4xa3t8lp2m5r92upalezepz9xk9305qh,btc,lookalike_target,UNRESOLVED,147.93.42.44,,Yes,Yes,"Platforms: Website:luxchaincapital.live, Smartsupp:luxchaincapital.live"
h5.boostoex.vip,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,31m5N4BUTLxwNZ53f6uJddgS2Ck6MwVFnh,btc,lookalike_target,172.67.156.235,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
h5.boostoex.vip,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,3JWSjM6G19ajZxhi4wFmY5JEcb6bApniDS,btc,lookalike_target,172.67.156.235,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
boostoex.cc,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,31m5N4BUTLxwNZ53f6uJddgS2Ck6MwVFnh,btc,lookalike_target,104.21.48.1,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
boostoex.cc,bitcxkpj.com,,https://urlscan.io/screenshots/3187e82a-eb31-43e6-9f3d-92502df658ee.png,3JWSjM6G19ajZxhi4wFmY5JEcb6bApniDS,btc,lookalike_target,104.21.48.1,172.67.162.45,,Yes,Yes,Platforms: Website:bitcxkpj.com
capitalexpresstrade.net,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,16JkEzFY2Y79pYWTithgquQehFp3YTiA8d,btc,lookalike_source,UNRESOLVED,UNRESOLVED,,No,No,
capitalexpresstrade.net,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,38Ph4E3UNbDRAkZKBWpA8v2i1ZYMFvx1Q2,btc,lookalike_target,UNRESOLVED,UNRESOLVED,,Yes,Yes,"Platforms: Website:ocportaltrader.live, Website:mail.ocportaltrader.live, Website:247profits.live"
capitalexpresstrade.net,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,0xa578b689aef6c214a84cd2a99a9fd69e1c989763,eth,lookalike_target,UNRESOLVED,UNRESOLVED,,Yes,Yes,"Platforms: Website:ocportaltrader.live, Website:mail.ocportaltrader.live, Website:247profits.live"
capitalexpresstrade.net,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,0xcbe641cd17a434f49f8842a443b952d0cb9724e7,eth,lookalike_target,UNRESOLVED,UNRESOLVED,,Yes,Yes,"Platforms: Website:ocportaltrader.live, Website:mail.ocportaltrader.live, Website:247profits.live"
smartproinvt.xyz.bensimon-constructions.com,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,38Ph4E3UNbDRAkZKBWpA8v2i1ZYMFvx1Q2,btc,lookalike_target,184.154.193.210,UNRESOLVED,,Yes,Yes,"Platforms: Website:ocportaltrader.live, Website:mail.ocportaltrader.live, Website:247profits.live"
smartproinvt.xyz.bensimon-constructions.com,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,0xa578b689aef6c214a84cd2a99a9fd69e1c989763,eth,lookalike_target,184.154.193.210,UNRESOLVED,,Yes,Yes,"Platforms: Website:ocportaltrader.live, Website:mail.ocportaltrader.live, Website:247profits.live"
smartproinvt.xyz.bensimon-constructions.com,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,0xcbe641cd17a434f49f8842a443b952d0cb9724e7,eth,lookalike_target,184.154.193.210,UNRESOLVED,,Yes,Yes,"Platforms: Website:ocportaltrader.live, Website:mail.ocportaltrader.live, Website:247profits.live"
decentralizedstocktrade.live,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,bc1qwectugcrgse0tystlj4whafjkhny632mzwap2c,btc,lookalike_source,UNRESOLVED,UNRESOLVED,,No,No,
decentralizedstocktrade.live,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,TViA11dza7RucGttv7oqYHG3Tpbz2zSL8T,tron,lookalike_source,UNRESOLVED,UNRESOLVED,,No,No,
decentralizedstocktrade.live,ocportaltrader.live,,https://urlscan.io/screenshots/3e372bba-dcd3-4154-8bcd-e35af528ea13.png,38Ph4E3UNbDRAkZKBWpA8v2i1ZYMFvx1Q2,btc,lookalike_target,UNRESOLVED,UNRESOLVED,,Yes,Yes,"Platforms: Website:ocportaltrader.live, Website:mail.ocportaltrader.live, Website:247profits.live"
